timestamp,value,is_extreme
0,0.50786179959071898,0
1,-0.63369466656792039,0
2,0.24349546255212096,0
3,1.1353610864329107,0
4,-1.0427463195075077,0
5,-2.1363765624683242,0
6,-1.5812608468073741,0
7,-1.5812512697894814,0
8,-1.281802173335874,0
9,-1.8784856662422791,0
10,-0.62339055813099475,0
11,0.27907948892415246,0
12,0.28929428870053803,0
13,1.3586766379284634,0
14,1.5544506525948163,0
15,0.38426805919261497,0
16,0.67616523143659091,0
17,-0.41795041567972613,0
18,0.54408996876349158,0
19,0.38534606402454041,0
20,0.12341448767437177,0
21,-0.58219795426444398,0
22,0.75678297526247507,0
23,0.45089689814117795,0
24,-0.067610303650164849,0
25,-0.40622179340836145,0
26,0.20733175082665956,0
27,0.53130946502540599,0
28,0.83778018361631323,0
29,1.1010451499009335,0
30,3.0224837207912083,0
31,2.0115719602483515,0
32,1.0970148391271439,0
33,0.063839143053837422,0
34,0.66705073701856554,0
35,1.6626128823357442,0
36,1.2161428482137204,0
37,0.1327578016084483,0
38,-0.71827497440448096,0
39,0.075972808301116301,0
40,0.80403241784433532,0
41,1.1863802025806631,0
42,0.28359445477583622,0
43,0.45903688688738875,0
44,0.48391531865063925,0
45,0.60582085164952437,0
46,1.3560854592678093,0
47,1.3084639161889298,0
48,1.7256846960230385,0
49,1.4481268263073224,0
50,1.4476208597358422,0
51,1.7893849136272142,0
52,-0.025647888953894915,0
53,-0.34018952752041726,0
54,-0.74252427630912932,0
55,-1.2328972692906452,0
56,-1.2614600666592,0
57,0.48577325790703596,0
58,-0.47721250936761445,0
59,0.5865083470973893,0
60,-1.2136630939378934,0
61,-1.3058155051360896,0
62,-0.88189933900386608,0
63,-0.11929713984381474,0
64,0.61578886791780318,0
65,1.2859783295341678,0
66,0.68005759137889665,0
67,0.081694280438550204,0
68,0.92333130560799404,0
69,0.54736071960478039,0
70,-0.83779774765409754,0
71,-1.8035254121267588,0
72,-2.3622726157030183,0
73,-1.3926573485086506,0
74,-0.97170014273635541,0
75,-0.086874760121316119,0
76,-0.49675245443358718,0
77,-0.23886227247015551,0
78,0.43450057599121228,0
79,0.038253921072731456,0
80,0.48737837441559662,0
81,-0.27202324153417395,0
82,-0.58067243979241101,0
83,-0.8462758458322579,0
84,-1.8728603222548461,0
85,-1.0113157770182952,0
86,-1.27845496181736,0
87,-1.0102698507262005,0
88,-0.32746922167505144,0
89,0.18455579868990291,0
90,0.81302974792470861,0
91,0.55193831383034331,0
92,0.018252339020120911,0
93,-0.065116339690302324,0
94,-1.7394275057102717,0
95,-2.8386544769913047,0
96,-3.5936231939474461,0
97,-3.8721453827594385,0
98,-2.6979420794841142,0
99,-3.063832718947352,0
100,-2.8292287291972715,0
101,-0.96415468557175199,0
102,-1.1275877195188275,0
103,9.2635358086726587,1
104,12.268071967605078,1
105,8.3704437653703998,1
106,-1.7961393752707702,0
107,-1.7759445761171786,0
108,-0.58044752343634753,0
109,-2.1916784419414266,0
110,-1.3189191100072841,0
111,-0.81739968567354948,0
112,-1.2480697042356339,0
113,-2.4445136177769617,0
114,-1.8834813865077,0
115,-2.0362778182699626,0
116,-1.396346043261266,0
117,-1.0952246890855699,0
118,0.72559914005245951,0
119,0.34112368456894337,0
120,-0.7505985449667103,0
121,-0.42120320101705211,0
122,-0.11696587684187656,0
123,1.2656148737669353,0
124,1.8476031449281267,0
125,1.834953575092011,0
126,2.9312657512931706,0
127,1.1562495467116856,0
128,0.28524810461960082,0
129,-0.69837745770984427,0
130,-0.94851176932364345,0
131,-2.1354955630152235,0
132,-1.0732455035977746,0
133,-1.0808190999769931,0
134,-2.3354615744842526,0
135,-2.8839483407949436,0
136,-1.9936448251857595,0
137,-0.75678929225422664,0
138,1.391299457888405,0
139,4.0269020323180538,0
140,3.6359310591304395,0
141,1.9192067272724875,0
142,-0.59668089891331899,0
143,-0.20963325678681943,0
144,-0.98064770073978158,0
145,-1.1998754207715105,0
146,-1.5719971356770166,0
147,-1.3983885949579986,0
148,-0.052730645178755253,0
149,0.11486405130234043,0
150,-0.066743595996815952,0
151,-1.0890486296232644,0
152,-2.5459218484029686,0
153,-2.523045387795706,0
154,-2.0722188610548851,0
155,0.11015482473597471,0
156,0.21839838126166561,0
157,1.1574582160323901,0
158,0.42667097428676004,0
159,-0.8436069869876166,0
160,-1.6400023518224653,0
