unit,win,noise,var_raw,ac1
1,1,1.0,1.0,-0.0564776502227943
1,2,0.9883873644683796,1.0194328433874542,-0.05739140278879582
1,3,0.9271567155650469,1.2527785000216527,-0.10153767054978129
1,4,0.994585463059761,1.6488364410821226,-0.20183251237765376
2,1,1.0,1.0,-0.10292960559278004
2,2,1.072282762216282,1.2661058039413031,-0.18843426455627116
2,3,0.919948311784685,1.2118788335865904,-0.08783131656324943
2,4,1.06700957914012,1.791615736320642,-0.08085307893195894
3,1,1.0,1.0,-0.1191884283518779
3,2,0.9131823125589266,0.8643648705458192,-0.16804381653934325
3,3,0.9563257657723889,1.1300132065601112,-0.07148847042076792
3,4,1.0195010888965186,2.0827561159235914,-0.2300318868781266
4,1,1.0,1.0,-0.14540904001311167
4,2,0.9738177946199726,1.195928645883925,-0.13777598480222517
4,3,1.0119445833751213,1.1055906768855905,-0.1854933971946408
4,4,0.9461072582295177,2.17541403517755,-0.14074810827547982
5,1,1.0,1.0,-0.06616520487104553
5,2,0.9447104287133485,1.1689457017038047,-0.07905429864380109
5,3,0.9762180299967795,1.200813015838797,-0.06786960594838384
5,4,1.1001660873455914,2.0151038407646693,-0.11519286116561467
6,1,1.0,1.0,-0.17141471277227574
6,2,0.9430653769794232,1.03142159653822,-0.10816064102308268
6,3,0.9229349170310026,1.1658669919337323,-0.14534411423855215
6,4,0.8754952532359439,1.3639150046769228,-0.10604601774296071
7,1,1.0,1.0,-0.1068187038721097
7,2,1.006162868970829,1.115185041678418,-0.19041859147749313
7,3,1.016739191116514,1.2709960106164324,-0.2179863703756456
7,4,1.092711490401154,1.5841759447004917,-0.11174163457165057
8,1,1.0,1.0,-0.10127544606037064
8,2,0.9725239556884171,0.9768761493685928,-0.13021163878109224
8,3,0.9562860576710822,0.9322954723699597,-0.04876947954318456
8,4,0.9645848260014214,1.1845798006664991,-0.11438606318221795
9,1,1.0,1.0,-0.13353109257862186
9,2,1.0430884205982145,1.1114446205659148,-0.05930099870434377
9,3,1.0784188408935402,1.4462804684915773,0.004603248522565774
9,4,1.045416250823588,3.0370229378816473,-0.017821785934729217
10,1,1.0,1.0,-0.08686960579587423
10,2,0.998448480739325,1.102933143550188,-0.08231418918213529
10,3,1.0439755803137039,1.498888494594772,-0.11883210030252334
10,4,1.0582918412541256,1.7606743861025125,-0.012201024423520378
11,1,1.0,1.0,-0.13854432126907534
11,2,0.8761276011881203,0.8286364544812788,-0.17834290326642546
11,3,0.9521352690185778,1.180257976719501,-0.0833958432163726
11,4,0.9822282496901661,1.7929291091914514,-0.12945409126937812
12,1,1.0,1.0,-0.07117976569750548
12,2,1.0328333629632886,1.0802484140474964,-0.12491561890382682
12,3,0.9536105510279882,1.081736846809056,-0.030466707215624774
12,4,1.0170758383027487,1.4587591508037028,-0.06363267183357661
13,1,1.0,1.0,-0.17298349441008332
13,2,1.013028450133663,1.0993065653761946,-0.02752211160518351
13,3,0.9223371332420245,1.1618003301322912,-0.19561711990250213
13,4,1.0326661665112442,1.615467722378375,-0.05855684271469486
14,1,1.0,1.0,-0.1842895631841473
14,2,0.9867570500116702,0.9929823532294177,-0.13372096026851882
14,3,1.019626192480088,1.0756495484775395,-0.1288847051901178
14,4,1.0173804609664319,1.5649312170787426,-0.02589153499367988
15,1,1.0,1.0,0.030059871358952724
15,2,1.0076705091004552,1.2407337808755843,0.09173814346649029
15,3,0.9976673815824679,1.3403389742781358,-0.1693067212460496
15,4,1.0288702692444407,1.9536666486559078,-0.00312754684582044
16,1,1.0,1.0,-0.02478662684667049
16,2,1.0136330497840338,1.020244945168901,-0.07231625276922315
16,3,1.0140669388581178,1.2890602998354734,-0.09363548169258229
16,4,0.9755712647690031,1.2056886140569043,-0.13626208820082686
17,1,1.0,1.0,-0.021938961475503185
17,2,1.000286550798358,1.2443608758332583,-0.082043622552508
17,3,0.8630265947980476,1.094569186249048,-0.21436391832137996
17,4,0.9063466225222881,1.5708238112564277,-0.018683116856794153
18,1,1.0,1.0,-0.04432113504651264
18,2,0.9783256922104259,1.0956536967170074,-0.07013376606548176
18,3,1.0462767672671074,1.4301926113880328,-0.0710078954613008
18,4,1.050398313236689,3.109659731627765,-0.13591976613968917
19,1,1.0,1.0,-0.18181977432658328
19,2,1.112040678473187,1.1888822818166456,-0.03336594489300149
19,3,1.0422535352736046,1.1902711266689168,-0.06674323508351138
19,4,0.9908112176989785,1.6042128248740009,-0.03766661284098788
20,1,1.0,1.0,-0.05292573040399081
20,2,1.0506016253606103,1.3026552155267903,-0.02288789811282732
20,3,1.1133096527731525,1.5599539901137893,-0.07711226837953594
20,4,1.0790296519032712,1.4443829766509257,-0.054925981618693845
21,1,1.0,1.0,-0.047192557165118124
21,2,0.9898942394838506,1.1363534025848474,-0.03815127243606865
21,3,0.947574031917009,1.0790747282578312,-0.06646010259955683
21,4,0.9659418054992548,1.6282836326316636,-0.12350886684335899
22,1,1.0,1.0,-0.10568620711148483
22,2,1.0942352762254122,1.347116138217681,-0.07402266841334387
22,3,1.0265684927483598,1.2843703162675804,-0.034005926065108674
22,4,1.0730560626178463,1.4452661837906131,-0.15312242541754562
23,1,1.0,1.0,-0.08497809509222982
23,2,0.956414643910393,0.9427767063956944,-0.12298802296814122
23,3,1.0185889145323084,1.1254830898059873,-0.10233764695564099
23,4,0.956821666247728,1.4058099923198144,-0.003402009501799969
24,1,1.0,1.0,-0.10031106797404082
24,2,0.9603647758923577,0.8672415117422252,-0.13089893675928377
24,3,0.9235119070863351,1.1431297776731832,-0.13775114486264722
24,4,0.9186279779061965,2.486597160153028,-0.05474374527276921
25,1,1.0,1.0,-0.12266332251911267
25,2,0.9372027432333477,1.029195656583544,-0.09981497618699131
25,3,0.9956696457180148,1.255839763222304,-0.12835266535234802
25,4,1.037138978978429,1.518265526666629,-0.1591124024703935
26,1,1.0,1.0,0.008718136918258138
26,2,1.08505023563466,1.1225844241010976,-0.18891400985987777
26,3,1.0536138055428053,1.0718938934233473,-0.22465885033009386
26,4,0.9630090117186111,1.1916339039912924,-0.08951711867045728
27,1,1.0,1.0,-0.09230110142423588
27,2,1.077533334066692,1.2725778868472948,-0.17251601384001586
27,3,1.0101492365649052,1.25194538923409,-0.10080477930603292
27,4,0.9357655670200045,2.051722912549762,-0.05728501729679372
28,1,1.0,1.0,-0.13642770307869645
28,2,1.0839089908390314,1.1685556339263503,-0.036807680208079514
28,3,0.9916615100257011,1.2265451402575795,-0.04813827162984692
28,4,1.0493500836948084,1.9427549449012491,-0.11928624664453664
29,1,1.0,1.0,-0.15402029586239224
29,2,1.1008889195865361,1.2116583390484514,-0.1747857573453349
29,3,1.1038666658253884,1.3393869064485502,-0.05095106160819824
29,4,1.1107723560161118,2.0632955358213154,-0.11820925328512234
30,1,1.0,1.0,-0.15350240411880595
30,2,1.0722323454409106,1.1487992252572132,-0.04986355846171002
30,3,1.0179747566403652,1.2800165428003116,-0.0724818760042293
30,4,1.1439137142456883,2.6275527382440793,-0.04036496222329005
31,1,1.0,1.0,-0.07313625008602542
31,2,1.010409499656121,1.1081818274842812,-0.11599049356662144
31,3,0.9431895549565759,1.2130751108722844,-0.18225860388413306
31,4,1.0547061553976231,1.5473576852158941,-0.05621117992790861
32,1,1.0,1.0,-0.08687288498702617
32,2,0.9974558255656933,0.9988460980690499,-0.11434036048204657
32,3,0.9976098935126345,1.046482072098803,-0.18017039258651307
32,4,1.0055366067949048,1.160541705165936,-0.1535520353967386
33,1,1.0,1.0,-0.07553736209550094
33,2,0.9192221573679262,0.9658735840541669,-0.1289924228507599
33,3,0.9240544994366428,1.1887610288186385,-0.07412403696095989
33,4,0.9074923917368534,1.8602953621162253,-0.22747835229451524
34,1,1.0,1.0,-0.021893976013625593
34,2,0.9852787552177233,1.1206599124811483,-0.07387301813911307
34,3,1.0510120455997525,1.3443665334366912,-0.05261017077460087
34,4,0.8409516042695628,1.2892632091329208,-0.07924584246868913
35,1,1.0,1.0,-0.045676023796187494
35,2,0.9574948769627198,1.0848767185435453,-0.04878416224127265
35,3,0.9574150335704872,1.0607574630326062,-0.08779348034420364
35,4,0.9063179300120823,1.3760670089097853,-0.19706709521421784
36,1,1.0,1.0,-0.09794277118069766
36,2,1.1333635646029123,1.3885782380692442,-0.0617220773275091
36,3,1.0016561718280639,1.140619855978314,0.0004991742091405285
36,4,1.0194143788990706,1.531917776462128,-0.10250111533277667
37,1,1.0,1.0,-0.10397932961518647
37,2,1.093743985611202,1.254052738613826,-0.27165809713064865
37,3,0.9855428195945406,1.1171874814214535,-0.05582122811558102
37,4,1.1143245632703764,1.5069881287930573,-0.07299972533739461
38,1,1.0,1.0,-0.06755028211301975
38,2,1.0981001269389918,1.2331761578833516,-0.031634440157194986
38,3,1.0053967650707964,1.359751077390078,-0.03266808629081936
38,4,1.090222462564319,1.793735888584242,-0.042721271631997126
39,1,1.0,1.0,-0.0973195119527369
39,2,0.9140360063244369,0.7915063520623329,-0.21525324271672375
39,3,0.9408801542785246,0.986092035163574,-0.018427858651904848
39,4,1.0254623164516317,1.946528568712369,0.02947770725399358
40,1,1.0,1.0,-0.11405661534812647
40,2,1.0425752041875178,1.205259820783163,-0.060011612201220775
40,3,1.0212872702290308,1.2759785632679783,-0.13474048418229484
40,4,1.064569991420449,1.3868968871428677,-0.1171533933804964
41,1,1.0,1.0,-0.2177116541977841
41,2,0.9303291814306738,0.9045911435404808,-0.21480900150999743
41,3,0.9572698937992574,1.0711556527909405,-0.1454352988438689
41,4,0.8206386068747511,1.736089305849775,-0.11775620995112496
42,1,1.0,1.0,-0.11870808991318116
42,2,0.9476140658923053,0.9324195653752932,-0.10108299189099614
42,3,1.013692646383204,1.1661572507008298,-0.09548076975102651
42,4,1.0101450949652555,1.6157640396343642,-0.2607621724306216
43,1,1.0,1.0,-0.20878699187923744
43,2,0.942036585403601,0.9763701313583307,-0.09754298595512909
43,3,0.9928496985451954,1.2470062160266548,-0.13429658663967653
43,4,1.0303356580198297,1.9256467028656714,-0.07527147641491319
44,1,1.0,1.0,-0.05322596524030141
44,2,0.9645570017910898,0.8540100381679987,0.0017770293731252025
44,3,0.9578906561216973,1.0100976429495465,0.007812357515965017
44,4,1.0245800132013247,1.5456667878581418,-0.18620411309700657
45,1,1.0,1.0,-0.13093221978741904
45,2,0.982010850364109,1.0028806222651923,-0.15160138421710062
45,3,1.0121376551522485,1.1205040662508514,-0.07602779317894179
45,4,0.9920754257259741,1.8999098275417656,-0.11494223819375048
46,1,1.0,1.0,0.00644834536392842
46,2,1.0462249248835103,1.1967369432930304,-0.12105748064201705
46,3,1.025396616580145,1.1430470298540643,-0.13963409950042263
46,4,1.018411360718956,1.592524048564961,-0.1267334907870941
47,1,1.0,1.0,-0.12441986406941169
47,2,0.9282609504260816,0.9489151223384609,-0.22435926247948973
47,3,0.8608236669545837,0.9702231391912648,-0.1681252153332145
47,4,0.9215631854025115,1.3590327018150097,-0.13368202803915885
48,1,1.0,1.0,-0.11096331997066188
48,2,1.075828289205651,1.3719577752709355,-0.16370337249034228
48,3,1.1370547126252588,1.4320820236307077,-0.052155665974945045
48,4,1.0708282828183138,2.333508710411987,-0.14698538302313707
49,1,1.0,1.0,-0.07800291035029003
49,2,1.1191383997742292,1.311992237370891,-0.08714462099833369
49,3,1.0905413278750307,1.2051903450745811,-0.06822816577758975
49,4,1.1219700638479675,1.5499308810518384,-0.21695345787629866
50,1,1.0,1.0,-0.13841516089575187
50,2,0.9938769310984247,0.9939531414017071,-0.030932284876508804
50,3,0.9445133222986876,1.1764441433246797,-0.10230786173595219
50,4,0.9788609476853103,1.6847114295630523,-0.04261298366941911
51,1,1.0,1.0,-0.09185991235919919
51,2,0.9129681816407957,0.9372909142248144,-0.10499900379821883
51,3,0.8843774475622102,0.96514949026502,-0.07279636240147673
51,4,1.0671549891747487,2.3348300776976414,-0.14712639012413792
52,1,1.0,1.0,-0.13687989626615332
52,2,1.0216826435197408,1.2048319849476956,-0.027974169113547304
52,3,1.0047088648434905,1.1525998545147524,-0.0747916617274551
52,4,0.9975382776800489,1.3339517537916232,-0.08887807036452999
53,1,1.0,1.0,-0.10755738579394304
53,2,0.9511815477299428,1.0753789729049634,-0.06561109659044244
53,3,0.936682726060535,1.0566189748008958,-0.11444848964803048
53,4,0.9116497983751701,1.7227260849844197,-0.07611218710124251
54,1,1.0,1.0,-0.24690840378204323
54,2,0.9839255034232237,1.059644912919382,-0.09899512915025291
54,3,0.980474678130532,1.3317742998822233,-0.12635905238778425
54,4,0.9725168343046963,1.868223564809045,-0.12409376841688408
55,1,1.0,1.0,-0.16073110273509808
55,2,0.9527025037483559,1.158052247384294,-0.013260027867980452
55,3,1.0148735440826524,1.1254813380512636,-0.1622025239417811
55,4,0.9625028443076249,2.0234359988829196,-0.1146984679559265
